trade_date,inflation_rate,interest_rate,real_interest_rate,inflation_trend,interest_rate_trend,macro_environment
2015-04-13,5.67,6.69,1.0200000000000005,0.03000000000000025,-0.009999999999999787,Tight
2015-04-14,5.71,6.68,0.9699999999999998,0.040000000000000036,-0.010000000000000675,Tight
2015-04-15,5.72,6.69,0.9700000000000006,0.009999999999999787,0.010000000000000675,Tight
2015-04-16,5.7,6.67,0.9699999999999998,-0.019999999999999574,-0.020000000000000462,Tight
2015-04-17,5.67,6.71,1.04,-0.03000000000000025,0.040000000000000036,Tight
2015-04-20,5.68,6.7,1.0200000000000005,0.009999999999999787,-0.009999999999999787,Tight
2015-04-21,5.67,6.7,1.0300000000000002,-0.009999999999999787,0.0,Tight
2015-04-22,5.64,6.71,1.0700000000000003,-0.03000000000000025,0.009999999999999787,Tight
2015-04-23,5.62,6.73,1.1100000000000003,-0.019999999999999574,0.020000000000000462,Tight
2015-04-24,5.63,6.71,1.08,0.009999999999999787,-0.020000000000000462,Tight
2015-04-27,5.65,6.7,1.0499999999999998,0.020000000000000462,-0.009999999999999787,Tight
2015-04-28,5.65,6.7,1.0499999999999998,0.0,0.0,Tight
2015-04-29,5.67,6.7,1.0300000000000002,0.019999999999999574,0.0,Tight
2015-04-30,5.66,6.71,1.0499999999999998,-0.009999999999999787,0.009999999999999787,Tight
2015-05-01,5.69,6.72,1.0299999999999994,0.03000000000000025,0.009999999999999787,Tight
2015-05-04,5.72,6.73,1.0100000000000007,0.02999999999999936,0.010000000000000675,Tight
2015-05-05,5.72,6.73,1.0100000000000007,0.0,0.0,Tight
2015-05-06,5.72,6.74,1.0200000000000005,0.0,0.009999999999999787,Tight
2015-05-07,5.68,6.73,1.0500000000000007,-0.040000000000000036,-0.009999999999999787,Tight
2015-05-08,5.66,6.75,1.0899999999999999,-0.019999999999999574,0.019999999999999574,Tight
2015-05-11,5.63,6.75,1.12,-0.03000000000000025,0.0,Tight
2015-05-12,5.61,6.75,1.1399999999999997,-0.019999999999999574,0.0,Tight
2015-05-13,5.63,6.74,1.1100000000000003,0.019999999999999574,-0.009999999999999787,Tight
2015-05-14,5.67,6.72,1.0499999999999998,0.040000000000000036,-0.020000000000000462,Tight
2015-05-15,5.68,6.72,1.04,0.009999999999999787,0.0,Tight
2015-05-18,5.69,6.72,1.0299999999999994,0.010000000000000675,0.0,Tight
2015-05-19,5.68,6.7,1.0200000000000005,-0.010000000000000675,-0.019999999999999574,Tight
2015-05-20,5.65,6.72,1.0699999999999994,-0.02999999999999936,0.019999999999999574,Tight
2015-05-21,5.65,6.72,1.0699999999999994,0.0,0.0,Tight
2015-05-22,5.65,6.73,1.08,0.0,0.010000000000000675,Tight
2015-05-25,5.66,6.77,1.1099999999999994,0.009999999999999787,0.03999999999999915,Tight
2015-05-26,5.68,6.77,1.0899999999999999,0.019999999999999574,0.0,Tight
2015-05-27,5.7,6.78,1.08,0.020000000000000462,0.010000000000000675,Tight
2015-05-28,5.69,6.77,1.0799999999999992,-0.009999999999999787,-0.010000000000000675,Tight
2015-05-29,5.68,6.77,1.0899999999999999,-0.010000000000000675,0.0,Tight
2015-06-01,5.67,6.77,1.0999999999999996,-0.009999999999999787,0.0,Tight
2015-06-02,5.67,6.77,1.0999999999999996,0.0,0.0,Tight
2015-06-03,5.69,6.78,1.0899999999999999,0.020000000000000462,0.010000000000000675,Tight
2015-06-04,5.68,6.76,1.08,-0.010000000000000675,-0.020000000000000462,Tight
2015-06-05,5.66,6.76,1.0999999999999996,-0.019999999999999574,0.0,Tight
2015-06-08,5.65,6.73,1.08,-0.009999999999999787,-0.02999999999999936,Tight
2015-06-09,5.61,6.73,1.12,-0.040000000000000036,0.0,Tight
2015-06-10,5.58,6.7,1.12,-0.03000000000000025,-0.03000000000000025,Tight
2015-06-11,5.57,6.7,1.13,-0.009999999999999787,0.0,Tight
2015-06-12,5.58,6.72,1.1399999999999997,0.009999999999999787,0.019999999999999574,Tight
2015-06-15,5.55,6.71,1.1600000000000001,-0.03000000000000025,-0.009999999999999787,Tight
2015-06-16,5.53,6.72,1.1899999999999995,-0.019999999999999574,0.009999999999999787,Tight
2015-06-17,5.54,6.72,1.1799999999999997,0.009999999999999787,0.0,Tight
2015-06-18,5.51,6.73,1.2200000000000006,-0.03000000000000025,0.010000000000000675,Tight
2015-06-19,5.49,6.73,1.2400000000000002,-0.019999999999999574,0.0,Tight
2015-06-22,5.47,6.74,1.2700000000000005,-0.020000000000000462,0.009999999999999787,Tight
2015-06-23,5.49,6.75,1.2599999999999998,0.020000000000000462,0.009999999999999787,Tight
2015-06-24,5.52,6.75,1.2300000000000004,0.02999999999999936,0.0,Tight
2015-06-25,5.53,6.74,1.21,0.010000000000000675,-0.009999999999999787,Tight
2015-06-26,5.53,6.75,1.2199999999999998,0.0,0.009999999999999787,Tight
2015-06-29,5.55,6.74,1.1900000000000004,0.019999999999999574,-0.009999999999999787,Tight
2015-06-30,5.53,6.73,1.2000000000000002,-0.019999999999999574,-0.009999999999999787,Tight
2015-07-01,5.55,6.74,1.1900000000000004,0.019999999999999574,0.009999999999999787,Tight
2015-07-02,5.52,6.73,1.2100000000000009,-0.03000000000000025,-0.009999999999999787,Tight
2015-07-03,5.52,6.73,1.2100000000000009,0.0,0.0,Tight
2015-07-06,5.54,6.75,1.21,0.020000000000000462,0.019999999999999574,Tight
2015-07-07,5.55,6.77,1.2199999999999998,0.009999999999999787,0.019999999999999574,Tight
2015-07-08,5.56,6.75,1.1900000000000004,0.009999999999999787,-0.019999999999999574,Tight
2015-07-09,5.53,6.75,1.2199999999999998,-0.02999999999999936,0.0,Tight
2015-07-10,5.5,6.74,1.2400000000000002,-0.03000000000000025,-0.009999999999999787,Tight
2015-07-13,5.5,6.73,1.2300000000000004,0.0,-0.009999999999999787,Tight
2015-07-14,5.46,6.74,1.2800000000000002,-0.040000000000000036,0.009999999999999787,Tight
2015-07-15,5.47,6.74,1.2700000000000005,0.009999999999999787,0.0,Tight
2015-07-16,5.5,6.75,1.25,0.03000000000000025,0.009999999999999787,Tight
2015-07-17,5.51,6.75,1.2400000000000002,0.009999999999999787,0.0,Tight
2015-07-20,5.56,6.75,1.1900000000000004,0.04999999999999982,0.0,Tight
2015-07-21,5.55,6.74,1.1900000000000004,-0.009999999999999787,-0.009999999999999787,Tight
2015-07-22,5.53,6.73,1.2000000000000002,-0.019999999999999574,-0.009999999999999787,Tight
2015-07-23,5.53,6.75,1.2199999999999998,0.0,0.019999999999999574,Tight
2015-07-24,5.54,6.72,1.1799999999999997,0.009999999999999787,-0.03000000000000025,Tight
2015-07-27,5.53,6.71,1.1799999999999997,-0.009999999999999787,-0.009999999999999787,Tight
2015-07-28,5.55,6.73,1.1800000000000006,0.019999999999999574,0.020000000000000462,Tight
2015-07-29,5.51,6.72,1.21,-0.040000000000000036,-0.010000000000000675,Tight
2015-07-30,5.51,6.74,1.2300000000000004,0.0,0.020000000000000462,Tight
2015-07-31,5.49,6.71,1.2199999999999998,-0.019999999999999574,-0.03000000000000025,Tight
2015-08-03,5.48,6.72,1.2399999999999993,-0.009999999999999787,0.009999999999999787,Tight
2015-08-04,5.5,6.73,1.2300000000000004,0.019999999999999574,0.010000000000000675,Tight
2015-08-05,5.47,6.73,1.2600000000000007,-0.03000000000000025,0.0,Tight
2015-08-06,5.45,6.72,1.2699999999999996,-0.019999999999999574,-0.010000000000000675,Tight
2015-08-07,5.39,6.74,1.3500000000000005,-0.0600000000000005,0.020000000000000462,Tight
2015-08-10,5.4,6.73,1.33,0.010000000000000675,-0.009999999999999787,Tight
2015-08-11,5.42,6.75,1.33,0.019999999999999574,0.019999999999999574,Tight
2015-08-12,5.42,6.77,1.3499999999999996,0.0,0.019999999999999574,Tight
2015-08-13,5.41,6.79,1.38,-0.009999999999999787,0.020000000000000462,Tight
2015-08-14,5.4,6.81,1.4099999999999993,-0.009999999999999787,0.019999999999999574,Tight
2015-08-17,5.4,6.81,1.4099999999999993,0.0,0.0,Tight
2015-08-18,5.4,6.82,1.42,0.0,0.010000000000000675,Tight
2015-08-19,5.38,6.84,1.46,-0.020000000000000462,0.019999999999999574,Tight
2015-08-20,5.37,6.84,1.4699999999999998,-0.009999999999999787,0.0,Tight
2015-08-21,5.38,6.83,1.4500000000000002,0.009999999999999787,-0.009999999999999787,Tight
2015-08-24,5.39,6.8,1.4100000000000001,0.009999999999999787,-0.03000000000000025,Tight
2015-08-25,5.38,6.79,1.4100000000000001,-0.009999999999999787,-0.009999999999999787,Tight
2015-08-26,5.39,6.76,1.37,0.009999999999999787,-0.03000000000000025,Tight
2015-08-27,5.4,6.77,1.3699999999999992,0.010000000000000675,0.009999999999999787,Tight
2015-08-28,5.37,6.76,1.3899999999999997,-0.03000000000000025,-0.009999999999999787,Tight
2015-08-31,5.4,6.77,1.3699999999999992,0.03000000000000025,0.009999999999999787,Tight
2015-09-01,5.42,6.76,1.3399999999999999,0.019999999999999574,-0.009999999999999787,Tight
2015-09-02,5.41,6.78,1.37,-0.009999999999999787,0.020000000000000462,Tight
2015-09-03,5.38,6.77,1.3899999999999997,-0.03000000000000025,-0.010000000000000675,Tight
2015-09-04,5.35,6.75,1.4000000000000004,-0.03000000000000025,-0.019999999999999574,Tight
2015-09-07,5.34,6.74,1.4000000000000004,-0.009999999999999787,-0.009999999999999787,Tight
2015-09-08,5.33,6.74,1.4100000000000001,-0.009999999999999787,0.0,Tight
2015-09-09,5.32,6.76,1.4399999999999995,-0.009999999999999787,0.019999999999999574,Tight
2015-09-10,5.32,6.77,1.4499999999999993,0.0,0.009999999999999787,Tight
2015-09-11,5.3,6.75,1.4500000000000002,-0.020000000000000462,-0.019999999999999574,Tight
2015-09-14,5.3,6.76,1.46,0.0,0.009999999999999787,Tight
2015-09-15,5.3,6.75,1.4500000000000002,0.0,-0.009999999999999787,Tight
2015-09-16,5.3,6.78,1.4800000000000004,0.0,0.03000000000000025,Tight
2015-09-17,5.32,6.77,1.4499999999999993,0.020000000000000462,-0.010000000000000675,Tight
2015-09-18,5.32,6.75,1.4299999999999997,0.0,-0.019999999999999574,Tight
2015-09-21,5.34,6.74,1.4000000000000004,0.019999999999999574,-0.009999999999999787,Tight
2015-09-22,5.36,6.74,1.38,0.020000000000000462,0.0,Tight
2015-09-23,5.39,6.73,1.3400000000000007,0.02999999999999936,-0.009999999999999787,Tight
2015-09-24,5.39,6.72,1.33,0.0,-0.010000000000000675,Tight
2015-09-25,5.37,6.73,1.3600000000000003,-0.019999999999999574,0.010000000000000675,Tight
2015-09-28,5.35,6.74,1.3900000000000006,-0.020000000000000462,0.009999999999999787,Tight
2015-09-29,5.34,6.72,1.38,-0.009999999999999787,-0.020000000000000462,Tight
2015-09-30,5.34,6.72,1.38,0.0,0.0,Tight
2015-10-01,5.34,6.73,1.3900000000000006,0.0,0.010000000000000675,Tight
2015-10-02,5.33,6.74,1.4100000000000001,-0.009999999999999787,0.009999999999999787,Tight
2015-10-05,5.33,6.74,1.4100000000000001,0.0,0.0,Tight
2015-10-06,5.29,6.77,1.4799999999999995,-0.040000000000000036,0.02999999999999936,Tight
2015-10-07,5.32,6.73,1.4100000000000001,0.03000000000000025,-0.03999999999999915,Tight
2015-10-08,5.31,6.77,1.46,-0.010000000000000675,0.03999999999999915,Tight
2015-10-09,5.29,6.75,1.46,-0.019999999999999574,-0.019999999999999574,Tight
2015-10-12,5.28,6.76,1.4799999999999995,-0.009999999999999787,0.009999999999999787,Tight
2015-10-13,5.26,6.77,1.5099999999999998,-0.020000000000000462,0.009999999999999787,Tight
2015-10-14,5.28,6.76,1.4799999999999995,0.020000000000000462,-0.009999999999999787,Tight
2015-10-15,5.3,6.76,1.46,0.019999999999999574,0.0,Tight
2015-10-16,5.31,6.74,1.4300000000000006,0.009999999999999787,-0.019999999999999574,Tight
2015-10-19,5.31,6.75,1.4400000000000004,0.0,0.009999999999999787,Tight
2015-10-20,5.33,6.75,1.42,0.020000000000000462,0.0,Tight
2015-10-21,5.3,6.78,1.4800000000000004,-0.03000000000000025,0.03000000000000025,Tight
2015-10-22,5.3,6.78,1.4800000000000004,0.0,0.0,Tight
2015-10-23,5.33,6.79,1.46,0.03000000000000025,0.009999999999999787,Tight
2015-10-26,5.32,6.79,1.4699999999999998,-0.009999999999999787,0.0,Tight
2015-10-27,5.29,6.8,1.5099999999999998,-0.03000000000000025,0.009999999999999787,Tight
2015-10-28,5.26,6.8,1.54,-0.03000000000000025,0.0,Tight
2015-10-29,5.28,6.83,1.5499999999999998,0.020000000000000462,0.03000000000000025,Tight
2015-10-30,5.25,6.83,1.58,-0.03000000000000025,0.0,Tight
2015-11-02,5.26,6.81,1.5499999999999998,0.009999999999999787,-0.020000000000000462,Tight
2015-11-03,5.27,6.81,1.54,0.009999999999999787,0.0,Tight
2015-11-04,5.29,6.81,1.5199999999999996,0.020000000000000462,0.0,Tight
2015-11-05,5.29,6.78,1.4900000000000002,0.0,-0.02999999999999936,Tight
2015-11-06,5.29,6.77,1.4799999999999995,0.0,-0.010000000000000675,Tight
2015-11-09,5.32,6.77,1.4499999999999993,0.03000000000000025,0.0,Tight
2015-11-10,5.33,6.78,1.4500000000000002,0.009999999999999787,0.010000000000000675,Tight
2015-11-11,5.33,6.76,1.4299999999999997,0.0,-0.020000000000000462,Tight
2015-11-12,5.32,6.78,1.46,-0.009999999999999787,0.020000000000000462,Tight
2015-11-13,5.38,6.75,1.37,0.05999999999999961,-0.03000000000000025,Tight
2015-11-16,5.35,6.76,1.4100000000000001,-0.03000000000000025,0.009999999999999787,Tight
2015-11-17,5.32,6.74,1.42,-0.02999999999999936,-0.019999999999999574,Tight
2015-11-18,5.32,6.74,1.42,0.0,0.0,Tight
2015-11-19,5.34,6.76,1.42,0.019999999999999574,0.019999999999999574,Tight
2015-11-20,5.39,6.75,1.3600000000000003,0.04999999999999982,-0.009999999999999787,Tight
2015-11-23,5.4,6.74,1.3399999999999999,0.010000000000000675,-0.009999999999999787,Tight
2015-11-24,5.39,6.75,1.3600000000000003,-0.010000000000000675,0.009999999999999787,Tight
2015-11-25,5.37,6.75,1.38,-0.019999999999999574,0.0,Tight
2015-11-26,5.39,6.74,1.3500000000000005,0.019999999999999574,-0.009999999999999787,Tight
2015-11-27,5.41,6.73,1.3200000000000003,0.020000000000000462,-0.009999999999999787,Tight
2015-11-30,5.38,6.73,1.3500000000000005,-0.03000000000000025,0.0,Tight
2015-12-01,5.35,6.71,1.3600000000000003,-0.03000000000000025,-0.020000000000000462,Tight
2015-12-02,5.37,6.71,1.3399999999999999,0.020000000000000462,0.0,Tight
2015-12-03,5.36,6.73,1.37,-0.009999999999999787,0.020000000000000462,Tight
2015-12-04,5.35,6.72,1.37,-0.010000000000000675,-0.010000000000000675,Tight
2015-12-07,5.36,6.7,1.3399999999999999,0.010000000000000675,-0.019999999999999574,Tight
2015-12-08,5.37,6.69,1.3200000000000003,0.009999999999999787,-0.009999999999999787,Tight
2015-12-09,5.37,6.69,1.3200000000000003,0.0,0.0,Tight
2015-12-10,5.38,6.69,1.3100000000000005,0.009999999999999787,0.0,Tight
2015-12-11,5.37,6.68,1.3099999999999996,-0.009999999999999787,-0.010000000000000675,Tight
2015-12-14,5.39,6.66,1.2700000000000005,0.019999999999999574,-0.019999999999999574,Tight
2015-12-15,5.39,6.66,1.2700000000000005,0.0,0.0,Tight
2015-12-16,5.41,6.64,1.2299999999999995,0.020000000000000462,-0.020000000000000462,Tight
2015-12-17,5.42,6.65,1.2300000000000004,0.009999999999999787,0.010000000000000675,Tight
2015-12-18,5.42,6.64,1.2199999999999998,0.0,-0.010000000000000675,Tight
2015-12-21,5.44,6.64,1.1999999999999993,0.020000000000000462,0.0,Tight
2015-12-22,5.46,6.64,1.1799999999999997,0.019999999999999574,0.0,Tight
2015-12-23,5.48,6.65,1.17,0.020000000000000462,0.010000000000000675,Tight
2015-12-24,5.5,6.67,1.17,0.019999999999999574,0.019999999999999574,Tight
2015-12-25,5.52,6.67,1.1500000000000004,0.019999999999999574,0.0,Tight
2015-12-28,5.49,6.67,1.1799999999999997,-0.02999999999999936,0.0,Tight
2015-12-29,5.47,6.68,1.21,-0.020000000000000462,0.009999999999999787,Tight
2015-12-30,5.44,6.69,1.25,-0.02999999999999936,0.010000000000000675,Tight
2015-12-31,5.42,6.7,1.2800000000000002,-0.020000000000000462,0.009999999999999787,Tight
2016-01-01,5.41,6.71,1.2999999999999998,-0.009999999999999787,0.009999999999999787,Tight
2016-01-04,5.41,6.72,1.3099999999999996,0.0,0.009999999999999787,Tight
2016-01-05,5.41,6.73,1.3200000000000003,0.0,0.010000000000000675,Tight
2016-01-06,5.43,6.71,1.2800000000000002,0.019999999999999574,-0.020000000000000462,Tight
2016-01-07,5.42,6.73,1.3100000000000005,-0.009999999999999787,0.020000000000000462,Tight
2016-01-08,5.41,6.74,1.33,-0.009999999999999787,0.009999999999999787,Tight
2016-01-11,5.41,6.73,1.3200000000000003,0.0,-0.009999999999999787,Tight
2016-01-12,5.41,6.75,1.3399999999999999,0.0,0.019999999999999574,Tight
2016-01-13,5.42,6.75,1.33,0.009999999999999787,0.0,Tight
2016-01-14,5.42,6.72,1.2999999999999998,0.0,-0.03000000000000025,Tight
2016-01-15,5.4,6.72,1.3199999999999994,-0.019999999999999574,0.0,Tight
2016-01-18,5.35,6.72,1.37,-0.05000000000000071,0.0,Tight
2016-01-19,5.33,6.72,1.3899999999999997,-0.019999999999999574,0.0,Tight
2016-01-20,5.32,6.73,1.4100000000000001,-0.009999999999999787,0.010000000000000675,Tight
2016-01-21,5.33,6.72,1.3899999999999997,0.009999999999999787,-0.010000000000000675,Tight
2016-01-22,5.31,6.71,1.4000000000000004,-0.020000000000000462,-0.009999999999999787,Tight
2016-01-25,5.32,6.7,1.38,0.010000000000000675,-0.009999999999999787,Tight
2016-01-26,5.3,6.69,1.3900000000000006,-0.020000000000000462,-0.009999999999999787,Tight
2016-01-27,5.33,6.7,1.37,0.03000000000000025,0.009999999999999787,Tight
2016-01-28,5.34,6.71,1.37,0.009999999999999787,0.009999999999999787,Tight
2016-01-29,5.29,6.7,1.4100000000000001,-0.04999999999999982,-0.009999999999999787,Tight
2016-02-01,5.29,6.7,1.4100000000000001,0.0,0.0,Tight
2016-02-02,5.26,6.72,1.46,-0.03000000000000025,0.019999999999999574,Tight
2016-02-03,5.29,6.73,1.4400000000000004,0.03000000000000025,0.010000000000000675,Tight
2016-02-04,5.28,6.72,1.4399999999999995,-0.009999999999999787,-0.010000000000000675,Tight
2016-02-05,5.3,6.72,1.42,0.019999999999999574,0.0,Tight
2016-02-08,5.26,6.72,1.46,-0.040000000000000036,0.0,Tight
2016-02-09,5.28,6.73,1.4500000000000002,0.020000000000000462,0.010000000000000675,Tight
2016-02-10,5.32,6.76,1.4399999999999995,0.040000000000000036,0.02999999999999936,Tight
2016-02-11,5.31,6.77,1.46,-0.010000000000000675,0.009999999999999787,Tight
2016-02-12,5.33,6.75,1.42,0.020000000000000462,-0.019999999999999574,Tight
2016-02-15,5.36,6.75,1.3899999999999997,0.03000000000000025,0.0,Tight
2016-02-16,5.35,6.73,1.3800000000000008,-0.010000000000000675,-0.019999999999999574,Tight
2016-02-17,5.34,6.73,1.3900000000000006,-0.009999999999999787,0.0,Tight
2016-02-18,5.35,6.71,1.3600000000000003,0.009999999999999787,-0.020000000000000462,Tight
2016-02-19,5.35,6.72,1.37,0.0,0.009999999999999787,Tight
2016-02-22,5.38,6.71,1.33,0.03000000000000025,-0.009999999999999787,Tight
2016-02-23,5.37,6.7,1.33,-0.009999999999999787,-0.009999999999999787,Tight
2016-02-24,5.39,6.7,1.3100000000000005,0.019999999999999574,0.0,Tight
2016-02-25,5.36,6.7,1.3399999999999999,-0.02999999999999936,0.0,Tight
2016-02-26,5.37,6.7,1.33,0.009999999999999787,0.0,Tight
2016-02-29,5.36,6.72,1.3599999999999994,-0.009999999999999787,0.019999999999999574,Tight
2016-03-01,5.37,6.74,1.37,0.009999999999999787,0.020000000000000462,Tight
2016-03-02,5.35,6.73,1.3800000000000008,-0.020000000000000462,-0.009999999999999787,Tight
2016-03-03,5.38,6.73,1.3500000000000005,0.03000000000000025,0.0,Tight
2016-03-04,5.4,6.74,1.3399999999999999,0.020000000000000462,0.009999999999999787,Tight
2016-03-07,5.4,6.74,1.3399999999999999,0.0,0.0,Tight
2016-03-08,5.41,6.72,1.3099999999999996,0.009999999999999787,-0.020000000000000462,Tight
2016-03-09,5.39,6.73,1.3400000000000007,-0.020000000000000462,0.010000000000000675,Tight
2016-03-10,5.38,6.74,1.3600000000000003,-0.009999999999999787,0.009999999999999787,Tight
2016-03-11,5.39,6.76,1.37,0.009999999999999787,0.019999999999999574,Tight
2016-03-14,5.42,6.74,1.3200000000000003,0.03000000000000025,-0.019999999999999574,Tight
2016-03-15,5.39,6.72,1.33,-0.03000000000000025,-0.020000000000000462,Tight
2016-03-16,5.41,6.72,1.3099999999999996,0.020000000000000462,0.0,Tight
2016-03-17,5.4,6.72,1.3199999999999994,-0.009999999999999787,0.0,Tight
2016-03-18,5.43,6.72,1.29,0.02999999999999936,0.0,Tight
2016-03-21,5.46,6.72,1.2599999999999998,0.03000000000000025,0.0,Tight
2016-03-22,5.45,6.72,1.2699999999999996,-0.009999999999999787,0.0,Tight
2016-03-23,5.46,6.7,1.2400000000000002,0.009999999999999787,-0.019999999999999574,Tight
2016-03-24,5.46,6.68,1.2199999999999998,0.0,-0.020000000000000462,Tight
2016-03-25,5.44,6.65,1.21,-0.019999999999999574,-0.02999999999999936,Tight
