date,company,volume
2017-05-29,HDFC,2739730
2017-05-30,HDFC,1526029
2017-05-31,HDFC,1517383
2017-06-01,HDFC,2723568
2017-06-02,HDFC,2739458
2017-06-05,HDFC,3853082
2017-06-06,HDFC,2366225
2017-06-07,HDFC,1562253
2017-06-08,HDFC,1722124
2017-06-09,HDFC,2460519
2017-06-12,HDFC,2445238
2017-06-13,HDFC,2253111
2017-06-14,HDFC,2233555
2017-06-15,HDFC,2636340
2017-06-16,HDFC,2131311
2017-06-19,HDFC,1873706
2017-06-20,HDFC,2498777
2017-06-21,HDFC,1632819
2017-06-22,HDFC,1812413
2017-06-23,HDFC,2215536
2017-06-26,HDFC,2003938
2017-06-27,HDFC,1908757
2017-06-28,HDFC,1573495
2017-06-29,HDFC,1836366
2017-06-30,HDFC,2225905
2017-07-03,HDFC,1755240
2017-07-04,HDFC,1601942
2017-07-05,HDFC,1919671
2017-07-06,HDFC,1576092
2017-07-07,HDFC,1832292
2017-07-10,HDFC,1630149
2017-07-11,HDFC,1707514
2017-07-12,HDFC,1527219
2017-07-13,HDFC,1964868
2017-07-14,HDFC,2047247
2017-07-17,HDFC,1625722
2017-07-18,HDFC,2581599
2017-07-19,HDFC,1974653
2017-07-20,HDFC,2469133
2017-07-21,HDFC,1517789
2017-07-24,HDFC,2043677
2017-07-25,HDFC,2518578
2017-07-26,HDFC,2354859
2017-07-27,HDFC,1922416
2017-07-28,HDFC,2343292
2017-07-31,HDFC,2581295
2017-08-01,HDFC,1878560
2017-08-02,HDFC,1441074
2017-08-03,HDFC,2304120
2017-08-04,HDFC,2475408
2017-08-07,HDFC,2264151
2017-08-08,HDFC,1695512
2017-08-09,HDFC,1989110
2017-08-10,HDFC,2210718
2017-08-11,HDFC,1669837
2017-08-14,HDFC,2534872
2017-08-15,HDFC,1579218
2017-08-16,HDFC,2015733
2017-08-17,HDFC,2271210
2017-08-18,HDFC,1405794
2017-08-21,HDFC,2497016
2017-08-22,HDFC,2077739
2017-08-23,HDFC,2489157
2017-08-24,HDFC,2028195
2017-08-25,HDFC,2563167
2017-08-28,HDFC,1961371
2017-08-29,HDFC,1934835
2017-08-30,HDFC,1564972
2017-08-31,HDFC,1684239
2017-09-01,HDFC,1499382
2017-09-04,HDFC,1961929
2017-09-05,HDFC,2522045
2017-09-06,HDFC,2004065
2017-09-07,HDFC,1591205
2017-09-08,HDFC,1851213
2017-09-11,HDFC,2498230
2017-09-12,HDFC,1651423
2017-09-13,HDFC,1651415
2017-09-14,HDFC,2089035
2017-09-15,HDFC,2096681
2017-09-18,HDFC,1700578
2017-09-19,HDFC,1596296
2017-09-20,HDFC,2339673
2017-09-21,HDFC,2402825
2017-09-22,HDFC,2371587
2017-09-25,HDFC,1612285
2017-09-26,HDFC,2379298
2017-09-27,HDFC,2010787
2017-09-28,HDFC,2358939
2017-09-29,HDFC,1760183
2017-10-02,HDFC,1988474
2017-10-03,HDFC,2058989
2017-10-04,HDFC,1373338
2017-10-05,HDFC,1487583
2017-10-06,HDFC,2246707
2017-10-09,HDFC,1630109
2017-10-10,HDFC,1709867
2017-10-11,HDFC,2149002
2017-10-12,HDFC,1515992
2017-10-13,HDFC,1417211
2017-10-16,HDFC,1780125
2017-10-17,HDFC,1449348
2017-10-18,HDFC,1624552
2017-10-19,HDFC,1720260
2017-10-20,HDFC,1998132
2017-10-23,HDFC,1820800
2017-10-24,HDFC,2417277
2017-10-25,HDFC,1379459
2017-10-26,HDFC,1816157
2017-10-27,HDFC,2087233
2017-10-30,HDFC,1834628
2017-10-31,HDFC,1471352
2017-11-01,HDFC,1629761
2017-11-02,HDFC,1633327
2017-11-03,HDFC,2215730
2017-11-06,HDFC,1401728
2017-11-07,HDFC,1967831
2017-11-08,HDFC,1475282
2017-11-09,HDFC,1572523
2017-11-10,HDFC,2261935
2017-11-13,HDFC,1423183
2017-11-14,HDFC,1924792
2017-11-15,HDFC,1749370
2017-11-16,HDFC,1982080
2017-11-17,HDFC,1423877
2017-11-20,HDFC,2094538
2017-11-21,HDFC,1445436
2017-11-22,HDFC,2071736
2017-11-23,HDFC,2369718
2017-11-24,HDFC,1428209
2017-11-27,HDFC,1339854
2017-11-28,HDFC,1773764
2017-11-29,HDFC,2349935
2017-11-30,HDFC,2038643
2017-12-01,HDFC,1740319
2017-12-04,HDFC,1564368
2017-12-05,HDFC,5393073
2017-12-06,HDFC,1793063
2017-12-07,HDFC,1484720
2017-12-08,HDFC,1865966
2017-12-11,HDFC,1481990
2017-12-12,HDFC,1709133
2017-12-13,HDFC,1301605
2017-12-14,HDFC,1758633
2017-12-15,HDFC,2138253
2017-12-18,HDFC,1780445
2017-12-19,HDFC,1963248
2017-12-20,HDFC,1651646
2017-12-21,HDFC,1311854
2017-12-22,HDFC,1290207
2017-12-25,HDFC,1844974
2017-12-26,HDFC,1874777
2017-12-27,HDFC,1493464
2017-12-28,HDFC,1648239
2017-12-29,HDFC,1639696
2018-01-01,HDFC,2093780
2018-01-02,HDFC,1950541
2018-01-03,HDFC,1772981
2018-01-04,HDFC,2355803
2018-01-05,HDFC,1788323
2018-01-08,HDFC,1280466
2018-01-09,HDFC,1407120
2018-01-10,HDFC,1902415
2018-01-11,HDFC,2207489
2018-01-12,HDFC,1974005
2018-01-15,HDFC,1826977
2018-01-16,HDFC,1988906
2018-01-17,HDFC,1624077
2018-01-18,HDFC,1954505
2018-01-19,HDFC,2271927
2018-01-22,HDFC,1685035
2018-01-23,HDFC,1329346
2018-01-24,HDFC,1925443
2018-01-25,HDFC,1844438
2018-01-26,HDFC,1592838
2018-01-29,HDFC,2120265
2018-01-30,HDFC,1825643
2018-01-31,HDFC,1439549
2018-02-01,HDFC,2082694
2018-02-02,HDFC,3923544
2018-02-05,HDFC,1308503
2018-02-06,HDFC,2058546
2018-02-07,HDFC,1366239
2018-02-08,HDFC,2105509
2018-02-09,HDFC,1581495
2018-02-12,HDFC,1595615
2018-02-13,HDFC,1271124
2018-02-14,HDFC,1521483
2018-02-15,HDFC,1540385
2018-02-16,HDFC,1930662
2018-02-19,HDFC,2036021
2018-02-20,HDFC,1929617
2018-02-21,HDFC,2218984
2018-02-22,HDFC,1696357
2018-02-23,HDFC,1755551
2018-02-26,HDFC,2084278
2018-02-27,HDFC,2271811
2018-02-28,HDFC,1387218
2018-03-01,HDFC,2176561
2018-03-02,HDFC,2072470
2018-03-05,HDFC,2134664
2018-03-06,HDFC,1822940
2018-03-07,HDFC,1618955
2018-03-08,HDFC,1269279
2018-03-09,HDFC,1949488
2018-03-12,HDFC,1258461
2018-03-13,HDFC,2024885
2018-03-14,HDFC,2143910
2018-03-15,HDFC,2030898
2018-03-16,HDFC,1277285
2018-03-19,HDFC,1827434
2018-03-20,HDFC,2259054
2018-03-21,HDFC,1428639
2018-03-22,HDFC,8143018
2018-03-23,HDFC,1822054
2018-03-26,HDFC,1393946
2018-03-27,HDFC,1921247
2018-03-28,HDFC,1858333
2018-03-29,HDFC,2204385
2018-03-30,HDFC,1860860
2018-04-02,HDFC,1245458
2018-04-03,HDFC,1494878
2018-04-04,HDFC,1369730
2018-04-05,HDFC,1229252
2018-04-06,HDFC,1865844
2018-04-09,HDFC,1967111
2018-04-10,HDFC,1895420
2018-04-11,HDFC,1990481
2018-04-12,HDFC,1633284
2018-04-13,HDFC,1463894
2018-04-16,HDFC,1546854
2018-04-17,HDFC,1571495
2018-04-18,HDFC,1606623
2018-04-19,HDFC,1954396
2018-04-20,HDFC,1918679
2018-04-23,HDFC,1684186
2018-04-24,HDFC,1466785
2018-04-25,HDFC,1479456
2018-04-26,HDFC,1493153
2018-04-27,HDFC,2165701
2018-04-30,HDFC,1925128
2018-05-01,HDFC,2226692
2018-05-02,HDFC,1843092
2018-05-03,HDFC,1872800
2018-05-04,HDFC,2000987
2018-05-07,HDFC,2068596
2018-05-08,HDFC,1323699
